2.5507 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
2.5508 	ERROR 	Failed to load any of the audioLibs: ['sounddevice']. Falling back to PsychToolbox ('ptb') backend for sound. Be sure to add 'ptb' to preferences to avoid seeing this message again.
2.6734 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
8.1692 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FFC3CB0070>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FFC3C9C670>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FFC3C9CEB0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FFC3FDA850>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1693 	EXP 	window1: mouseVisible = True
8.1693 	EXP 	window1: backgroundImage = ''
8.1693 	EXP 	window1: backgroundFit = 'none'
8.1706 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.1706 	EXP 	window1: recordFrameIntervals = False
8.3348 	EXP 	window1: recordFrameIntervals = True
8.5182 	EXP 	Screen (0) actual frame rate measured at 60.13Hz
8.5183 	EXP 	window1: recordFrameIntervals = False
8.5183 	EXP 	window1: mouseVisible = True
8.5520 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.8657 	EXP 	Oddball_task: status = STARTED
10.8660 	EXP 	window1: mouseVisible = True
10.9535 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9598 	EXP 	window1: mouseVisible = True
10.9637 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
11.1418 	EXP 	Sound sound_1 set volume 0.800
11.1420 	EXP 	window1: mouseVisible = True
11.1433 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.1434 	EXP 	window1: mouseVisible = True
11.1537 	EXP 	Created instructions_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.1539 	EXP 	window1: mouseVisible = True
11.1559 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
11.1572 	EXP 	Sound sound_1 set volume 0.800
11.1573 	EXP 	window1: mouseVisible = True
11.1615 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0382 	EXP 	instructions: autoDraw = True
5.9569 	EXP 	Imported aud_conditions.xlsx as conditions, 4 conditions, 4 params
5.9572 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=1, seed=None
5.9574 	EXP 	New trial (rep=0, index=0): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
5.9597 	DATA 	Keypress: space
5.9651 	EXP 	instructions: autoDraw = False
5.9651 	EXP 	fixation: autoDraw = True
6.9645 	EXP 	Sound sound_1 started
7.9644 	EXP 	Sound sound_1 reached end of file
7.9645 	EXP 	Sound sound_1 reached end of file
8.2018 	DATA 	Keypress: s
8.2127 	EXP 	fixation: autoDraw = False
8.2127 	EXP 	feedback_text: height = 0.05
8.2127 	EXP 	feedback_text: height = 0.05
8.2127 	EXP 	feedback_text: height = 0.05
8.2127 	EXP 	feedback_text: text = 'Correct'
8.2127 	EXP 	feedback_text: autoDraw = True
9.1959 	EXP 	New trial (rep=0, index=1): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
9.2121 	EXP 	feedback_text: autoDraw = False
9.2121 	EXP 	feedback_text: autoDraw = False
9.2121 	EXP 	fixation: autoDraw = True
10.2114 	EXP 	Sound sound_1 started
10.6312 	EXP 	Sound sound_1 stopped
10.6312 	EXP 	Sound sound_1 paused
10.6341 	DATA 	Keypress: t
10.6441 	EXP 	fixation: autoDraw = False
10.6441 	EXP 	feedback_text: height = 0.05
10.6441 	EXP 	feedback_text: height = 0.05
10.6441 	EXP 	feedback_text: height = 0.05
10.6441 	EXP 	feedback_text: text = 'Incorrect'
10.6441 	EXP 	feedback_text: autoDraw = True
11.6275 	EXP 	New trial (rep=0, index=2): {'trial': 'target', 'file': "soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 't', 'tone': 1200}
11.6284 	EXP 	Sound sound_1 reached end of file
11.6429 	EXP 	feedback_text: autoDraw = False
11.6429 	EXP 	feedback_text: autoDraw = False
11.6429 	EXP 	fixation: autoDraw = True
23.3346 	DATA 	Keypress: s
23.3484 	EXP 	fixation: autoDraw = False
23.3484 	EXP 	feedback_text: text = 'Incorrect'
23.3484 	EXP 	feedback_text: autoDraw = True
