trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.260917300000074,25.260917300000074,space,453.67260330000136,,,,,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,0,0,0,0,,,,,479.04497830000037,479.04497830000037,488.95817656666645,489.0533797999997,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,1,0,1,0,,,,,549.0667667999987,549.0667667999987,558.9550433666666,559.0717979000001,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,2,0,2,0,,,,,619.0824782999989,619.0824782999989,628.9581954666667,629.0891118999989,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,3,0,3,0,,,,,689.0821177999987,689.0821177999987,698.9592719666655,699.0928879000003,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,4,0,4,0,,,,,759.0872187000004,759.0872187000004,768.9593187666653,769.090796299999,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,5,0,5,0,,,,,829.0547062999995,829.0547062999995,838.9624183666658,839.0620705999991,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,6,0,6,0,,,,,899.0534406999996,899.0534406999996,908.9611745666664,909.0637986999991,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,7,0,7,0,,,,,969.0710289999988,969.0710289999988,978.9628363666654,979.0788761000003,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,8,0,8,0,,,,,1039.0742921,1039.0742921,1048.962658366667,1049.0800925000003,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,9,0,9,0,,,,,1109.0597602999987,1109.0597602999987,1118.9662631666654,1119.0653005999993,,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
0,0,0,0,,,,,,,,,,,,,1178.9943911999999,,,603184,001,2023-10-12_15h38.01.530,ASSR3,2022.2.5,None,
,,,,,,,,,,,,,,,,,1183.9707116999998,1183.9707116999998,,,,,,,
