10.1069 	WARNING 	Requested an unavailable screen number - using first available.
12.1552 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D705EAE490>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D707E16C10>, multiSample=False, name='window1', numSamples=2, pos=(492, 108), screen=1, size=array([936, 864]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.1553 	EXP 	window1: mouseVisible = True
12.1553 	EXP 	window1: mouseVisible = True
12.1553 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
12.1554 	EXP 	window1: recordFrameIntervals = False
12.3208 	EXP 	window1: recordFrameIntervals = True
12.5573 	WARNING 	t of last frame was 20.17ms (=1/49)
12.7395 	EXP 	Screen (1) actual frame rate measured at 59.34Hz
12.7395 	EXP 	window1: recordFrameIntervals = False
12.8323 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
16.1850 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
16.2019 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='5 second break', units='height', win=Window(...), wrapWidth=1)
16.4620 	EXP 	Sound ModulatedTone set volume 1.000
16.4684 	EXP 	Created Cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.4729 	EXP 	Created Rest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Rest', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Rest', units='height', win=Window(...), wrapWidth=1)
16.4851 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
16.5099 	EXP 	text: autoDraw = True
1319.4321 	DATA 	Mouse: Left button down, pos=(901,814)
1319.6543 	DATA 	Mouse:  Left button up, pos=(901,814)
1374.5699 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
1374.5701 	EXP 	New trial (rep=0, index=0): None
1374.5720 	DATA 	Keypress: space
1374.5816 	EXP 	text: autoDraw = False
1374.5816 	EXP 	text_2: autoDraw = True
1379.5774 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
1379.5777 	EXP 	New trial (rep=0, index=0): None
1379.6757 	EXP 	text_2: autoDraw = False
1379.6757 	EXP 	Cross: autoDraw = True
1379.6757 	EXP 	Rest: autoDraw = True
1389.5677 	EXP 	Sound ModulatedTone started
1389.6852 	EXP 	Rest: autoDraw = False
1449.5759 	EXP 	Sound ModulatedTone reached end of file
1449.5947 	EXP 	New trial (rep=1, index=0): None
1449.6781 	EXP 	Cross: autoDraw = False
1449.6781 	EXP 	Rest: autoDraw = False
1449.6781 	EXP 	Cross: autoDraw = True
1449.6781 	EXP 	Rest: autoDraw = True
1459.5688 	EXP 	Sound ModulatedTone started
1459.6858 	EXP 	Rest: autoDraw = False
1519.5761 	EXP 	Sound ModulatedTone reached end of file
1519.5963 	EXP 	New trial (rep=2, index=0): None
1519.6787 	EXP 	Cross: autoDraw = False
1519.6787 	EXP 	Rest: autoDraw = False
1519.6787 	EXP 	Cross: autoDraw = True
1519.6787 	EXP 	Rest: autoDraw = True
1529.5698 	EXP 	Sound ModulatedTone started
1529.6866 	EXP 	Rest: autoDraw = False
1589.5758 	EXP 	Sound ModulatedTone reached end of file
1589.5819 	EXP 	New trial (rep=3, index=0): None
1589.6633 	EXP 	Cross: autoDraw = False
1589.6633 	EXP 	Rest: autoDraw = False
1589.6633 	EXP 	Cross: autoDraw = True
1589.6633 	EXP 	Rest: autoDraw = True
1599.5720 	EXP 	Sound ModulatedTone started
1599.6827 	EXP 	Rest: autoDraw = False
1659.5758 	EXP 	Sound ModulatedTone reached end of file
1659.5821 	EXP 	New trial (rep=4, index=0): None
1659.6648 	EXP 	Cross: autoDraw = False
1659.6648 	EXP 	Rest: autoDraw = False
1659.6648 	EXP 	Cross: autoDraw = True
1659.6648 	EXP 	Rest: autoDraw = True
1669.5736 	EXP 	Sound ModulatedTone started
1669.6730 	EXP 	Rest: autoDraw = False
1729.5760 	EXP 	Sound ModulatedTone reached end of file
1729.5764 	EXP 	New trial (rep=1, index=0): None
1729.5834 	EXP 	Cross: autoDraw = False
1729.5834 	EXP 	Rest: autoDraw = False
1729.5834 	EXP 	text_2: autoDraw = True
1734.5793 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
1734.5796 	EXP 	New trial (rep=0, index=0): None
1734.6613 	EXP 	text_2: autoDraw = False
1734.6613 	EXP 	Cross: autoDraw = True
1734.6613 	EXP 	Rest: autoDraw = True
1744.5695 	EXP 	Sound ModulatedTone started
1744.6699 	EXP 	Rest: autoDraw = False
1804.5697 	EXP 	Sound ModulatedTone reached end of file
1804.5806 	EXP 	New trial (rep=1, index=0): None
1804.6625 	EXP 	Cross: autoDraw = False
1804.6625 	EXP 	Rest: autoDraw = False
1804.6625 	EXP 	Cross: autoDraw = True
1804.6625 	EXP 	Rest: autoDraw = True
1814.5707 	EXP 	Sound ModulatedTone started
1814.6708 	EXP 	Rest: autoDraw = False
1874.5708 	EXP 	Sound ModulatedTone reached end of file
1874.5817 	EXP 	New trial (rep=2, index=0): None
1874.6643 	EXP 	Cross: autoDraw = False
1874.6643 	EXP 	Rest: autoDraw = False
1874.6643 	EXP 	Cross: autoDraw = True
1874.6643 	EXP 	Rest: autoDraw = True
1884.5724 	EXP 	Sound ModulatedTone started
1884.6720 	EXP 	Rest: autoDraw = False
1944.5762 	EXP 	Sound ModulatedTone reached end of file
1944.6042 	EXP 	New trial (rep=3, index=0): None
1945.1059 	EXP 	Cross: autoDraw = False
1945.1059 	EXP 	Rest: autoDraw = False
1945.1059 	EXP 	Cross: autoDraw = True
1945.1059 	EXP 	Rest: autoDraw = True
1954.5850 	EXP 	Sound ModulatedTone started
1955.1247 	EXP 	Rest: autoDraw = False
2014.5959 	EXP 	Sound ModulatedTone reached end of file
2014.5963 	EXP 	New trial (rep=4, index=0): None
2014.6831 	EXP 	Cross: autoDraw = False
2014.6831 	EXP 	Rest: autoDraw = False
2014.6831 	EXP 	Cross: autoDraw = True
2014.6831 	EXP 	Rest: autoDraw = True
2024.5745 	EXP 	Sound ModulatedTone started
2024.6914 	EXP 	Rest: autoDraw = False
2084.5764 	EXP 	Sound ModulatedTone reached end of file
2084.6025 	EXP 	Cross: autoDraw = False
2084.6025 	EXP 	Rest: autoDraw = False
2084.6025 	EXP 	text_4: autoDraw = True
2266.6010 	DATA 	Keypress: escape
2267.0684 	EXP 	window1: mouseVisible = True
