trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.37745900000118,25.37745900000118,space,85.28571369999918,,,,,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,0,0,0,0,,,,,110.79005010000037,110.79005010000037,120.68482096666618,120.80066860000079,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,1,0,1,0,,,,,180.7905647000007,180.7905647000007,190.68268016666687,190.80310910000117,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,2,0,2,0,,,,,250.79195160000017,250.79195160000017,260.6837019666675,260.8051635000011,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,3,0,3,0,,,,,320.77934280000045,320.77934280000045,330.6858142666681,330.7858650999988,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,4,0,4,0,,,,,390.77786299999934,390.77786299999934,400.6863320666673,400.7862341,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,5,0,5,0,,,,,460.7787083000003,460.7787083000003,470.69137046666606,470.7916035999988,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,6,0,6,0,,,,,530.797338700002,530.797338700002,540.6878586666683,540.8094319000011,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,7,0,7,0,,,,,600.7823333999986,600.7823333999986,610.693357766668,610.7928916000019,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,8,0,8,0,,,,,670.7990398000002,670.7990398000002,680.6951899666676,680.8116201000012,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,9,0,9,0,,,,,740.7854602000007,740.7854602000007,750.6788048666679,750.7930815,,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
0,0,0,0,,,,,,,,,,,,,810.7196594000015,,,438966,001,2023-10-12_16h46.10.023,ASSR3,2022.2.5,None,
,,,,,,,,,,,,,,,,,815.6989471000015,815.6989471000015,,,,,,,
